"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"286",99910626,"English10626",1,"Foodprovision",1,-1,2,3,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"288",99910626,"English10626",5,"AboriginalNeeds",2,-1,2,4,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"290",99910626,"English10626",6,"NonFoodProducts",3,-1,2,5,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"292",99910626,"English10626",9,"NonFoodProducts",3,-1,2,6,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"294",99910626,"English10626",2,"AboriginalNeeds",2,-1,2,7,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"296",99910626,"English10626",8,"NonFoodProducts",3,-1,2,8,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"298",99910626,"English10626",4,"AboriginalNeeds",2,-1,2,9,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"300",99910626,"English10626",3,"NonFoodProducts",3,-1,2,10,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"302",99910627,"English10627",10,"TourismandRecreation",7,-1,2,1,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"304",99910627,"English10627",2,"AboriginalNeeds",2,-1,2,2,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"306",99910627,"English10627",4,"AboriginalNeeds",2,-1,2,3,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"308",99910627,"English10627",3,"NonFoodProducts",3,-1,2,4,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"310",99910627,"English10627",5,"AboriginalNeeds",2,-1,2,5,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"312",99910627,"English10627",8,"IconicPlacesandSpecies",8,-1,2,6,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"314",99910627,"English10627",9,"TourismandRecreation",7,-1,2,7,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"316",99910627,"English10627",6,"AboriginalNeeds",2,-1,2,8,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"318",99910627,"English10627",1,"TourismandRecreation",7,-1,2,9,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"320",99910627,"English10627",7,"TourismandRecreation",7,-1,2,10,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"322",99910628,"English10628",5,"AboriginalNeeds",2,-1,2,1,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"324",99910628,"English10628",1,"NonFoodProducts",3,-1,2,2,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"326",99910628,"English10628",10,"CarbonStorage",4,-1,2,3,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"328",99910628,"English10628",8,"NonFoodProducts",3,-1,2,4,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"330",99910628,"English10628",7,"CarbonStorage",4,-1,2,5,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"332",99910628,"English10628",4,"CarbonStorage",4,-1,2,6,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"334",99910628,"English10628",9,"CarbonStorage",4,-1,2,7,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"336",99910628,"English10628",6,"NonFoodProducts",3,-1,2,8,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"338",99910628,"English10628",2,"AboriginalNeeds",2,-1,2,9,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"340",99910628,"English10628",3,"NonFoodProducts",3,-1,2,10,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"342",99910629,"English10629",1,"TourismandRecreation",7,-1,2,1,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"344",99910629,"English10629",9,"TourismandRecreation",7,-1,2,2,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"346",99910629,"English10629",2,"IconicPlacesandSpecies",8,-1,2,3,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"348",99910629,"English10629",4,"CarbonStorage",4,-1,2,4,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"350",99910629,"English10629",8,"IconicPlacesandSpecies",8,-1,2,5,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"352",99910629,"English10629",6,"NonFoodProducts",3,-1,2,6,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"354",99910629,"English10629",5,"CoastalProtection",5,-1,2,7,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"356",99910629,"English10629",10,"TourismandRecreation",7,-1,2,8,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"358",99910629,"English10629",7,"TourismandRecreation",7,-1,2,9,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"360",99910629,"English10629",3,"NonFoodProducts",3,-1,2,10,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"362",99910630,"English10630",1,"NonFoodProducts",3,-1,2,1,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"364",99910630,"English10630",10,"TourismandRecreation",7,-1,2,2,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"366",99910630,"English10630",9,"AboriginalNeeds",2,-1,2,3,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"368",99910630,"English10630",3,"NonFoodProducts",3,-1,2,4,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"370",99910630,"English10630",2,"AboriginalNeeds",2,-1,2,5,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"372",99910630,"English10630",7,"TourismandRecreation",7,-1,2,6,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"374",99910630,"English10630",6,"AboriginalNeeds",2,-1,2,7,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"376",99910630,"English10630",8,"NonFoodProducts",3,-1,2,8,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"378",99910630,"English10630",4,"AboriginalNeeds",2,-1,2,9,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"380",99910630,"English10630",5,"AboriginalNeeds",2,-1,2,10,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"382",99910631,"English10631",9,"AboriginalNeeds",2,-1,2,1,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"384",99910631,"English10631",8,"NonFoodProducts",3,-1,2,2,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"386",99910631,"English10631",5,"AboriginalNeeds",2,-1,2,3,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"388",99910631,"English10631",3,"NonFoodProducts",3,-1,2,4,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"390",99910631,"English10631",4,"AboriginalNeeds",2,-1,2,5,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"392",99910631,"English10631",1,"NonFoodProducts",3,-1,2,6,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"394",99910631,"English10631",10,"TourismandRecreation",7,-1,2,7,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"396",99910631,"English10631",7,"TourismandRecreation",7,-1,2,8,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"398",99910631,"English10631",2,"AboriginalNeeds",2,-1,2,9,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"400",99910631,"English10631",6,"AboriginalNeeds",2,-1,2,10,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"402",99910632,"English10632",10,"CarbonStorage",4,-1,2,1,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"404",99910632,"English10632",8,"NonFoodProducts",3,-1,2,2,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"406",99910632,"English10632",4,"AboriginalNeeds",2,-1,2,3,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"408",99910632,"English10632",3,"NonFoodProducts",3,-1,2,4,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"410",99910632,"English10632",9,"NonFoodProducts",3,-1,2,5,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"412",99910632,"English10632",6,"NonFoodProducts",3,-1,2,6,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"414",99910632,"English10632",1,"NonFoodProducts",3,-1,2,7,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"416",99910632,"English10632",2,"Foodprovision",1,-1,2,8,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"418",99910632,"English10632",7,"CarbonStorage",4,-1,2,9,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"420",99910632,"English10632",5,"AboriginalNeeds",2,-1,2,10,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"422",99910635,"English10635",6,"AboriginalNeeds",2,-1,2,1,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"424",99910635,"English10635",2,"AboriginalNeeds",2,-1,2,2,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"426",99910635,"English10635",3,"NonFoodProducts",3,-1,2,3,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"428",99910635,"English10635",7,"TourismandRecreation",7,-1,2,4,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"430",99910635,"English10635",8,"NonFoodProducts",3,-1,2,5,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"432",99910635,"English10635",1,"TourismandRecreation",7,-1,2,6,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"434",99910635,"English10635",9,"AboriginalNeeds",2,-1,2,7,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"436",99910635,"English10635",5,"AboriginalNeeds",2,-1,2,8,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"438",99910635,"English10635",10,"TourismandRecreation",7,-1,2,9,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"440",99910635,"English10635",4,"AboriginalNeeds",2,-1,2,10,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"442",99910636,"English10636",3,"NonFoodProducts",3,-1,2,1,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"444",99910636,"English10636",1,"NonFoodProducts",3,-1,2,2,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"446",99910636,"English10636",5,"AboriginalNeeds",2,-1,2,3,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"448",99910636,"English10636",4,"AboriginalNeeds",2,-1,2,4,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"450",99910636,"English10636",6,"NonFoodProducts",3,-1,2,5,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"452",99910636,"English10636",2,"AboriginalNeeds",2,-1,2,6,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"454",99910636,"English10636",10,"CarbonStorage",4,-1,2,7,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"456",99910636,"English10636",9,"NonFoodProducts",3,-1,2,8,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"458",99910636,"English10636",7,"CarbonStorage",4,-1,2,9,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"460",99910636,"English10636",8,"NonFoodProducts",3,-1,2,10,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"462",99910638,"English10638",5,"AboriginalNeeds",2,-1,2,1,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"464",99910638,"English10638",1,"NonFoodProducts",3,-1,2,2,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"466",99910638,"English10638",4,"AboriginalNeeds",2,-1,2,3,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"468",99910638,"English10638",3,"NonFoodProducts",3,-1,2,4,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"470",99910638,"English10638",7,"TourismandRecreation",7,-1,2,5,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"472",99910638,"English10638",8,"NonFoodProducts",3,-1,2,6,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"474",99910638,"English10638",6,"NonFoodProducts",3,-1,2,7,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"476",99910638,"English10638",2,"AboriginalNeeds",2,-1,2,8,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"478",99910638,"English10638",9,"NonFoodProducts",3,-1,2,9,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"480",99910638,"English10638",10,"TourismandRecreation",7,-1,2,10,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
