"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"289",99910626,"English10626",6,"IconicPlacesandSpecies",8,1,1,5,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"291",99910626,"English10626",9,"CleanWaters",9,1,1,6,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"293",99910626,"English10626",2,"CleanWaters",9,1,1,7,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"295",99910626,"English10626",8,"CleanWaters",9,1,1,8,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"297",99910626,"English10626",4,"CoastalProtection",5,1,1,9,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"299",99910626,"English10626",3,"IconicPlacesandSpecies",8,1,1,10,"PR","none",18,"female","somepost","morethan20","no","no","green",7,6,"25to34",776479.498211149,">1000km",1,"none","none",29.5
"301",99910627,"English10627",10,"CoastalLivelihoods",6,1,1,1,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"303",99910627,"English10627",2,"CleanWaters",9,1,1,2,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"305",99910627,"English10627",4,"CoastalProtection",5,1,1,3,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"307",99910627,"English10627",3,"CoastalProtection",5,1,1,4,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"309",99910627,"English10627",5,"CleanWaters",9,1,1,5,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"311",99910627,"English10627",8,"CleanWaters",9,1,1,6,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"313",99910627,"English10627",9,"CleanWaters",9,1,1,7,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"315",99910627,"English10627",6,"CoastalLivelihoods",6,1,1,8,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"317",99910627,"English10627",1,"Biodiversity",10,1,1,9,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"319",99910627,"English10627",7,"CleanWaters",9,1,1,10,"BC","lessthan5",36,"female","college","morethan20","no","dontknow","noparty",9,5,"65plus",259282.733238919,"<500km",1,"none","none",69.5
"321",99910628,"English10628",5,"CleanWaters",9,1,1,1,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"323",99910628,"English10628",1,"Foodprovision",1,1,1,2,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"325",99910628,"English10628",10,"Foodprovision",1,1,1,3,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"327",99910628,"English10628",8,"CleanWaters",9,1,1,4,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"329",99910628,"English10628",7,"CleanWaters",9,1,1,5,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"331",99910628,"English10628",4,"Foodprovision",1,1,1,6,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"333",99910628,"English10628",9,"CleanWaters",9,1,1,7,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"335",99910628,"English10628",6,"TourismandRecreation",7,1,1,8,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"337",99910628,"English10628",2,"CleanWaters",9,1,1,9,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"339",99910628,"English10628",3,"Biodiversity",10,1,1,10,"BC","5to9",36,"male","bachelors","morethan20","no","no","liberal",7,7,"55to64",10587.962487288,"<100km",2,"none","none",59.5
"341",99910629,"English10629",1,"Foodprovision",1,1,1,1,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"343",99910629,"English10629",9,"CleanWaters",9,1,1,2,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"345",99910629,"English10629",2,"CleanWaters",9,1,1,3,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"347",99910629,"English10629",4,"Foodprovision",1,1,1,4,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"349",99910629,"English10629",8,"CleanWaters",9,1,1,5,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"351",99910629,"English10629",6,"AboriginalNeeds",2,1,1,6,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"353",99910629,"English10629",5,"CleanWaters",9,1,1,7,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"355",99910629,"English10629",10,"Biodiversity",10,1,1,8,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"357",99910629,"English10629",7,"CleanWaters",9,1,1,9,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"359",99910629,"English10629",3,"Biodiversity",10,1,1,10,"BC","morethan100",0,"male","bachelors","6to10","no","no","CPC",3,2,"55to64",6837.7474993465,"<100km",1,"none","none",59.5
"361",99910630,"English10630",1,"Biodiversity",10,1,1,1,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"363",99910630,"English10630",10,"CarbonStorage",4,1,1,2,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"365",99910630,"English10630",9,"CleanWaters",9,1,1,3,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"367",99910630,"English10630",3,"Biodiversity",10,1,1,4,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"369",99910630,"English10630",2,"Biodiversity",10,1,1,5,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"371",99910630,"English10630",7,"CleanWaters",9,1,1,6,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"373",99910630,"English10630",6,"CoastalLivelihoods",6,1,1,7,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"375",99910630,"English10630",8,"Foodprovision",1,1,1,8,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"377",99910630,"English10630",4,"CoastalProtection",5,1,1,9,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"379",99910630,"English10630",5,"Biodiversity",10,1,1,10,"BC","50to100",52,"male","HS","morethan20","no","no","noparty",4,5,"65plus",20367.9498879,"<100km",1,"port","extract",69.5
"381",99910631,"English10631",9,"CleanWaters",9,1,1,1,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"383",99910631,"English10631",8,"CleanWaters",9,1,1,2,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"385",99910631,"English10631",5,"CleanWaters",9,1,1,3,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"387",99910631,"English10631",3,"CoastalProtection",5,1,1,4,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"389",99910631,"English10631",4,"CoastalProtection",5,1,1,5,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"391",99910631,"English10631",1,"CoastalProtection",5,1,1,6,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"393",99910631,"English10631",10,"CoastalLivelihoods",6,1,1,7,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"395",99910631,"English10631",7,"CleanWaters",9,1,1,8,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"397",99910631,"English10631",2,"CleanWaters",9,1,1,9,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"399",99910631,"English10631",6,"CoastalLivelihoods",6,1,1,10,"BC","30to49",9,"female","somepost","morethan20","no","no","dontknow",3,5,"55to64",5815.19532695359,"<100km",4,"none","none",59.5
"401",99910632,"English10632",10,"Biodiversity",10,1,1,1,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"403",99910632,"English10632",8,"CleanWaters",9,1,1,2,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"405",99910632,"English10632",4,"CoastalProtection",5,1,1,3,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"407",99910632,"English10632",3,"Biodiversity",10,1,1,4,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"409",99910632,"English10632",9,"CleanWaters",9,1,1,5,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"411",99910632,"English10632",6,"CoastalLivelihoods",6,1,1,6,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"413",99910632,"English10632",1,"CoastalProtection",5,1,1,7,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"415",99910632,"English10632",2,"CleanWaters",9,1,1,8,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"417",99910632,"English10632",7,"CleanWaters",9,1,1,9,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"419",99910632,"English10632",5,"CleanWaters",9,1,1,10,"BC","lessthan5",18,"female","somepost","morethan20","no","no","NDP",6,5,"55to64",23243.4379779772,"<100km",1,"none","none",59.5
"421",99910635,"English10635",6,"CoastalLivelihoods",6,1,1,1,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"423",99910635,"English10635",2,"Foodprovision",1,1,1,2,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"425",99910635,"English10635",3,"Biodiversity",10,1,1,3,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"427",99910635,"English10635",7,"CleanWaters",9,1,1,4,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"429",99910635,"English10635",8,"CleanWaters",9,1,1,5,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"431",99910635,"English10635",1,"Foodprovision",1,1,1,6,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"433",99910635,"English10635",9,"CleanWaters",9,1,1,7,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"435",99910635,"English10635",5,"CoastalLivelihoods",6,1,1,8,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"437",99910635,"English10635",10,"Foodprovision",1,1,1,9,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"439",99910635,"English10635",4,"Foodprovision",1,1,1,10,"BC","morethan100",52,"female","HS","morethan20","no","no","CPC",1,3,"65plus",0,"<100km",1,"none","none",69.5
"441",99910636,"English10636",3,"CoastalProtection",5,1,1,1,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"443",99910636,"English10636",1,"Foodprovision",1,1,1,2,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"445",99910636,"English10636",5,"CoastalLivelihoods",6,1,1,3,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"447",99910636,"English10636",4,"Foodprovision",1,1,1,4,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"449",99910636,"English10636",6,"CoastalLivelihoods",6,1,1,5,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"451",99910636,"English10636",2,"Foodprovision",1,1,1,6,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"453",99910636,"English10636",10,"Foodprovision",1,1,1,7,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"455",99910636,"English10636",9,"CleanWaters",9,1,1,8,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"457",99910636,"English10636",7,"CoastalProtection",5,1,1,9,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"459",99910636,"English10636",8,"Foodprovision",1,1,1,10,"BC","30to49",52,"male","bachelors","morethan20","yes","no","NDP",7,5,"45to54",3998.56937097954,"<100km",4,"none","none",49.5
"461",99910638,"English10638",5,"CleanWaters",9,1,1,1,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"463",99910638,"English10638",1,"Foodprovision",1,1,1,2,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"465",99910638,"English10638",4,"CarbonStorage",4,1,1,3,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"467",99910638,"English10638",3,"CarbonStorage",4,1,1,4,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"469",99910638,"English10638",7,"CleanWaters",9,1,1,5,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"471",99910638,"English10638",8,"CleanWaters",9,1,1,6,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"473",99910638,"English10638",6,"IconicPlacesandSpecies",8,1,1,7,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"475",99910638,"English10638",2,"CleanWaters",9,1,1,8,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"477",99910638,"English10638",9,"CleanWaters",9,1,1,9,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"479",99910638,"English10638",10,"CarbonStorage",4,1,1,10,"BC","50to100",18,"male","somepost","morethan20","no","no","dontknow",4,5,"65plus",344232.478391276,"<500km",1,"none","none",69.5
"481",99910639,"English10639",6,"CoastalLivelihoods",6,1,1,1,"MR","morethan100",52,"female","college","morethan20","no","no","noresponse",5,5,"45to54",14225.2419425817,"<100km",1,"none","none",49.5
"483",99910639,"English10639",7,"CleanWaters",9,1,1,2,"MR","morethan100",52,"female","college","morethan20","no","no","noresponse",5,5,"45to54",14225.2419425817,"<100km",1,"none","none",49.5
