"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"45","BC","410274788",NA,"English10653",10653,"y","hco_thankyou.php",NA,"04/03/2014","23:32:31","23:48:43","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; BO1IE8_v1;ENUS; rv:11.0) like Gecko",NA,"English",45,54321,3,3,5,5,2,9,9,7,9,1,5,1,10,7,1,4,2,6,2,2,9,6,7,6,7,7,9,8,3,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"male","college","morethan20","v6e","no","no","liberal",4,"2","65plus",""
"47","ON","410275667",NA,"English10655",10655,"y","hco_thankyou.php",NA,"04/03/2014","23:34:58","23:42:22","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",47,54321,3,3,10,8,3,8,1,3,10,4,1,6,10,1,10,7,7,9,6,3,6,2,1,9,9,3,9,5,10,9,"","","","","","","","","","","10to29",1,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","N0M","no","yes","noparty",4,"2","65plus",""
"48","PR","410165063",NA,"English10656",10656,"y","hco_comments.php",NA,"04/03/2014","23:35:01","23:50:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",48,12345,8,8,9,4,4,6,5,2,6,9,4,9,10,4,6,3,4,5,1,3,1,7,4,9,2,8,9,6,6,3,"","","","","","checked","","","checked","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,"male","graduate","morethan20","R3K","no","no","CPC",5,"1","65plus",""
"49","BC","410342698",NA,"English10657",10657,"y","hco_thankyou.php",NA,"04/03/2014","23:35:48","23:43:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",NA,"English",49,54321,5,2,5,3,3,5,7,7,9,6,3,8,8,6,9,4,2,5,2,2,9,9,7,9,1,7,5,10,7,4,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,3,NA,4,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","V6P","no","no","CPC",3,"4","45to54",""
"50","MR","410322032",NA,"English10659",10659,"y","hco_comments.php",NA,"04/03/2014","23:37:00","23:44:46","Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",51,54321,1,3,5,4,2,6,8,3,6,2,2,9,9,3,9,5,2,9,7,7,5,3,3,5,6,3,6,10,7,6,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","B0M","no","no","dontknow",9,"2","55to64",""
"51","PR","410335804",NA,"English10658",10658,"y","hco_thankyou.php",NA,"04/03/2014","23:36:20","23:49:41","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; AskTbBLT/5.14.1.20007)",NA,"English",50,12345,4,2,5,1,3,1,2,2,9,7,7,9,3,3,5,6,3,6,10,7,1,9,2,9,5,2,9,8,3,9,"","","","","","","","","","","none",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"male","college","morethan20","R0E","no","no","dontknow",3,"2","55to64",""
"53","BC","410332053",NA,"English10661",10661,"y","hco_thankyou.php",NA,"04/03/2014","23:42:12","23:50:11","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",53,54321,4,2,1,10,7,1,6,2,6,9,2,9,7,7,9,8,3,9,2,2,9,1,3,1,5,2,9,3,3,10,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","somepost","","V1M","no","no","noresponse",3,"2","65plus",""
"54","PR","410265280",NA,"English10662",10662,"y","hco_thankyou.php",NA,"04/03/2014","23:42:32","23:55:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",NA,"English",54,12345,3,3,8,5,2,6,8,3,8,1,3,5,4,2,4,9,2,9,10,7,4,7,7,8,2,2,8,6,3,8,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","r3v","yes","no","green",6,"4","25to34","The environment is dying around us, people think it will just get better. Where I live in the prairies people are so ignorant to how bad the oceans are suffering, the corals and marine life are so endangered. People need numbers and statistics."
"55","ON","410322506",NA,"English10663",10663,"y","hco_comments.php",NA,"04/03/2014","23:42:44","0:09:12","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0; BOIE9;ENCA)",NA,"English",55,54321,9,7,9,2,8,9,3,8,5,1,7,10,6,8,6,8,8,9,5,2,9,4,2,6,7,8,9,10,7,6,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"","college","morethan20","n6k","yes","no","CPC",4,"2","65plus",""
"56","BC","410052851",NA,"English10664",10664,"y","hco_thankyou.php",NA,"04/03/2014","23:43:46","23:53:45","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",NA,"English",56,12345,8,1,8,4,1,5,3,3,8,1,1,10,2,1,8,7,7,8,5,6,10,6,7,8,10,1,10,9,7,4,"","","","","","","","","","","morethan100",NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",3,NA,3,NA,3,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V9W","no","no","CPC",3,"2","65plus",""
"58","BC","410187955",NA,"English10666",10666,"y","hco_thankyou.php",NA,"04/03/2014","23:45:23","23:52:36","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",58,12345,6,3,6,7,7,9,4,1,5,3,3,5,10,7,4,5,2,5,2,1,10,1,3,5,8,3,9,9,3,4,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","V2C","no","no","green",4,"2","55to64",""
"59","BC","410327018",NA,"English10667",10667,"y","hco_thankyou.php",NA,"04/03/2014","23:45:45","23:58:50","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2)",NA,"English",59,54321,7,5,9,6,3,8,8,6,9,10,4,10,4,5,4,2,8,9,1,3,10,3,5,4,9,7,9,5,6,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V4N","no","no","noresponse",1,"","65plus",""
"60","ON","410195595",NA,"English10668",10668,"y","hco_thankyou.php",NA,"04/03/2014","23:47:13","0:02:37","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",60,12345,9,3,9,8,3,9,3,3,10,7,8,9,2,1,9,4,1,6,5,2,9,6,3,6,1,3,10,10,7,10,"","","checked","","","","","checked","","checked","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","HS","morethan20","N8X","no","yes","noresponse",9,"2","65plus",""
"62","BC","410213898",NA,"English10670",10670,"y","hco_thankyou.php",NA,"04/03/2014","23:49:56","23:58:29","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",62,12345,4,2,4,10,7,10,6,3,8,9,3,9,7,7,4,8,3,9,2,8,1,1,3,1,5,2,10,3,3,4,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,NA,1,"cruise",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,3,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V7S","no","no","dontknow",9,"3","45to54","This is our home, we need to take care of it. Globally. Everybody."
"68","BC","410312471",NA,"English10676",10676,"y","hco_thankyou.php",NA,"04/03/2014","23:55:08","0:04:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",68,12345,7,7,9,6,7,6,8,3,9,10,7,1,4,2,1,2,2,9,1,3,1,3,3,10,9,7,9,5,2,9,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,NA,NA,NA,1,"walking on beach",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","v3m","no","no","liberal",4,"2","65plus",""
"69","BC","410054060",NA,"English10677",10677,"y","hco_thankyou.php",NA,"04/03/2014","23:55:35","0:04:47","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Win64; x64; Trident/5.0; BOIE9;ENUSMSE)",NA,"English",69,54321,9,2,9,8,6,9,3,10,5,7,7,9,2,2,9,4,2,5,5,2,9,6,2,8,1,7,5,10,7,1,"","","","","","","","","","","50to100",NA,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","HS","morethan20","v3x","no","no","dontknow",2,"1","55to64",""
"70","PR","410013193",NA,"English10678",10678,"y","hco_thankyou.php",NA,"04/03/2014","23:55:58","0:01:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",70,12345,9,2,9,10,4,10,7,4,9,6,2,8,3,4,10,5,2,9,8,3,9,1,3,10,2,2,9,4,2,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,2,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"","graduate","morethan20","t6e","no","no","CPC",9,"2","35to44",""
"71","BC","410317680",NA,"English10679",10679,"y","hco_thankyou.php",NA,"04/03/2014","23:56:29","0:02:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",71,54321,4,2,5,10,4,10,6,2,8,9,2,9,7,7,9,8,8,9,2,2,9,1,3,5,5,2,9,3,3,5,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",3,NA,1,NA,3,NA,4,NA,5,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","V3S","no","yes","CPC",5,"2","55to64",""
"72","MR","410162764",NA,"English10680",10680,"y","hco_thankyou.php",NA,"04/03/2014","23:57:05","0:04:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",72,12345,3,3,8,5,2,9,8,3,8,1,7,1,4,2,6,9,2,9,10,7,6,7,7,8,2,2,1,6,2,6,"","","","","","","","","","","dontknow",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","B4E","no","no","noparty",9,"2","65plus",""
"75","ON","410125604",NA,"English10682",10682,"y","hco_thankyou.php",NA,"04/03/2014","23:59:10","0:06:16","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",74,12345,5,2,6,4,2,1,9,2,9,10,7,1,6,2,6,7,7,9,1,3,1,3,3,10,8,3,1,2,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,3,NA,1,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","K9a","no","no","liberal",3,"1","55to64",""
"76","BC","410324957",NA,"English10684",10684,"y","hco_thankyou.php",NA,"05/03/2014","0:00:05","0:09:19","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;ENCA; rv:11.0) like Gecko",NA,"English",76,12345,3,3,8,9,2,9,10,6,4,4,2,4,6,2,8,7,7,9,5,2,9,8,6,9,1,3,5,2,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,4,NA,5,NA,4,NA,4,NA,3,NA,5,NA,5,NA,4,NA,"male","somepost","morethan20","v0e","no","no","noresponse",9,"3","",""
"78","BC","410164658",NA,"English10686",10686,"y","hco_thankyou.php",NA,"05/03/2014","0:00:41","0:08:05","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",78,12345,10,4,7,4,2,6,5,2,6,7,4,7,8,3,9,9,2,9,3,3,5,6,2,7,2,2,1,1,3,5,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"male","bachelors","morethan20","V6b","no","no","liberal",4,"1","35to44",""
"79","BC","410316447",NA,"English10687",10687,"y","hco_thankyou.php",NA,"05/03/2014","0:02:15","0:12:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",79,54321,2,2,1,1,3,1,6,2,6,9,2,9,7,8,9,4,2,1,5,2,6,10,7,1,3,3,5,8,3,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,1,"WALKING",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"female","college","morethan20","v8c","no","yes","CPC",9,"2","65plus",""
"82","BC","410130323",NA,"English10690",10690,"y","hco_thankyou.php",NA,"05/03/2014","0:04:24","0:13:55","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",82,12345,5,2,6,6,2,6,4,2,1,9,3,4,2,2,1,10,10,1,7,8,4,8,3,1,3,3,4,1,3,1,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,1,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","","morethan20","v9b","no","no","dontknow",5,"2","55to64",""
"83","BC","410050882",NA,"English10691",10691,"y","hco_thankyou.php",NA,"05/03/2014","0:06:03","0:17:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",83,54321,1,7,1,6,3,2,8,3,9,10,7,1,5,10,9,9,7,9,3,3,5,4,5,1,7,7,9,2,8,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,"female","HS","morethan20","V3A","no","no","CPC",4,"2","65plus","An interesting survey...made me think!"
"84","MR","410228166",NA,"English10692",10692,"y","hco_thankyou.php",NA,"05/03/2014","0:08:28","0:14:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",84,12345,8,3,9,3,3,10,6,7,6,9,7,9,7,7,9,5,2,9,2,8,9,1,7,1,4,2,1,10,7,1,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,2,NA,3,NA,4,NA,4,NA,3,NA,3,NA,5,NA,4,NA,"female","college","morethan20","e3y","no","no","noparty",3,"2","65plus",""
"86","BC","410306369",NA,"English10694",10694,"y","hco_thankyou.php",NA,"05/03/2014","0:14:24","0:21:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",86,12345,10,10,1,8,3,1,1,3,1,3,3,4,7,8,9,4,2,6,6,2,6,9,2,9,2,2,1,5,2,9,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,"noresponse","college","morethan20","V7A","no","no","liberal",6,"2","25to34","Feed the"
"88","ON","410325413",NA,"English10696",10696,"y","hco_thankyou.php",NA,"05/03/2014","0:14:59","0:27:55","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",88,12345,2,8,9,1,7,1,6,7,6,9,7,9,7,7,9,4,5,1,5,6,9,10,7,1,3,5,4,8,6,9,"","","","","checked","","","","","checked","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","N2P","no","no","CPC",9,"2","65plus",""
"89","MR","410228169",NA,"English10697",10697,"y","hco_thankyou.php",NA,"05/03/2014","0:20:02","0:31:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",89,54321,3,5,10,7,8,9,2,2,9,9,2,9,10,7,10,5,2,9,1,5,1,4,2,1,6,2,6,8,8,9,"","","","","","","","checked","checked","checked","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","college","morethan20","E2M","no","no","dontknow",3,"2","65plus","Those in Ottawa in charge of Fisheries and Oceans have no idea of how the Oceans and species within them survive together. They make decisions completely opposite to how those working the Oceans for a living have to work in them. Just no understanding of this and they wont listen to the fishermen or even try to understand their methods of fishing etc If they continue the way they are there will be no fishing industry in a few generations"
"90","MR","410261246",NA,"English10698",10698,"y","hco_thankyou.php",NA,"05/03/2014","0:20:05","0:29:30","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",90,12345,5,2,9,7,7,8,2,2,9,1,1,5,6,2,8,3,3,5,8,3,8,9,2,9,10,1,10,4,2,5,"","","","","","","","","","","none",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,1,NA,2,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","B1Y","no","no","dontknow",5,"2","55to64",""
"91","MR","410262733",NA,"English10699",10699,"y","hco_thankyou.php",NA,"05/03/2014","0:21:27","0:32:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",91,54321,5,2,9,6,3,6,4,4,6,9,4,9,2,2,9,10,4,6,7,4,9,8,3,9,3,4,5,1,10,5,"","","","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,"female","bachelors","morethan20","B2W","no","no","noresponse",4,"3","45to54",""
"92","BC","410324149",NA,"English10700",10700,"y","hco_thankyou.php",NA,"05/03/2014","0:23:17","0:30:00","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; VER#XD#80837577656745484853484852; MATBJS; rv:11.0) like Gecko",NA,"English",92,12345,1,7,1,6,3,6,8,3,6,10,7,1,5,2,6,9,7,9,3,3,5,4,2,6,7,7,9,2,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,1,NA,3,NA,3,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,3,NA,"female","college","morethan20","V2A","no","no","dontknow",9,"2","55to64",""
"93","BC","410066977",NA,"English10701",10701,"y","hco_thankyou.php",NA,"05/03/2014","0:23:35","0:33:19","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",93,54321,8,3,1,3,8,5,6,8,6,9,7,9,7,7,9,5,2,10,2,8,9,1,7,10,4,2,4,10,7,4,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","V0R","yes","yes","green",2,"2","65plus",""
"94","ON","410328158",NA,"English10702",10702,"y","hco_thankyou.php",NA,"05/03/2014","0:25:22","0:36:29","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",94,12345,3,3,8,9,2,9,10,10,6,4,2,6,6,3,6,7,5,9,5,6,9,8,6,9,1,3,10,2,2,9,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","atleast1wk",3,NA,3,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"noresponse","college","morethan20","L5L","no","no","noresponse",9,"3","65plus",""
"95","BC","410204378",NA,"English10703",10703,"y","hco_thankyou.php",NA,"05/03/2014","0:30:31","0:42:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",NA,"English",95,54321,10,7,6,8,3,9,1,3,1,4,2,5,6,3,6,5,2,9,7,7,9,3,3,5,9,3,9,2,2,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"walking along the beach",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","v8y","no","no","noparty",5,"2","55to64",""
"96","BC","410209597",NA,"English10704",10704,"y","hco_thankyou.php",NA,"05/03/2014","0:32:37","0:52:40","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",96,12345,7,7,9,1,7,1,6,2,6,8,6,9,9,2,9,2,2,9,10,7,1,5,2,9,3,8,4,4,2,1,"","","","","","checked","","checked","","","10to29",1,1,NA,NA,NA,NA,1,NA,1,"Collecting shells",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,4,NA,5,NA,4,NA,"female","graduate","morethan20","V6J","yes","no","liberal",9,"2","55to64",""
