"X" "sample" "subsid" "pid" "name" "id" "complete" "user_las" "ip" "date" "time_in" "time_out" "user_bro" "user_set" "user_lan" "user_com" "IMP_Orde" "DCE_pg1" "DCE_leas" "DCE_most" "DCE_pg2" "DCE_leas" "DCE_most" "DCE_pg3" "DCE_leas" "DCE_most" "DCE_pg4" "DCE_leas" "DCE_most" "DCE_pg5" "DCE_leas" "DCE_most" "DCE_pg6" "DCE_leas" "DCE_most" "DCE_pg7" "DCE_leas" "DCE_most" "DCE_pg8" "DCE_leas" "DCE_most" "DCE_pg9" "DCE_leas" "DCE_most" "DCE_pg10" "DCE_leas" "DCE_most" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "ocean_da" "rec_swim" "rec_boat" "rec_surf" "rec_scub" "rec_powe" "rec_recf" "rec_sigh" "rec_none" "rec_othe" "rec_spec" "jobs_com" "jobs_aqu" "jobs_fir" "jobs_tou" "jobs_tra" "jobs_por" "jobs_gov" "jobs_non" "jobs_oth" "jobs_spe" "seafood_" "foodprov" "foodprov" "aborigin" "aborigin" "nonfood_" "nonfood_" "carbonst" "carbonst" "coastalp" "coastalp" "coastall" "coastall" "tourismr" "tourismr" "icons_ge" "icons_xx" "cleanwat" "cleanwat" "biodiver" "biodiver" "demoone_" "demoone_" "demotwo_" "demotwo_" "envr_org" "envr_pro" "politica" "demothre" "demothre" "demothre" "comments"
"33" 51 "BC subsample" 410066320 "" "English65" 65 "y" "hco_thankyou.php" "" "05/03/2014" "17:48:35" "17:55:42" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2050 54321 2 2 1 9 4 9 10 4 6 5 2 5 1 3 1 4 2 5 8 3 9 7 4 8 3 3 5 6 3 6 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "male" "HS" "morethan20" "V1S" "no" "no" "dontknow" "9" "2" "65plus" ""
"34" 52 "BC subsample" 410271903 "" "English66" 66 "y" "hco_thankyou.php" "" "05/03/2014" "17:49:52" "18:00:05" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2051 12345 9 3 9 2 2 9 6 2 7 10 7 10 7 7 9 3 3 10 5 2 9 1 3 1 4 2 1 8 3 9 "" "" "" "" "" "" "" "" "" "checked" "50to100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "2" "" "3" "" "4" "" "3" "" "3" "" "4" "" "3" "" "4" "" "4" "" "male" "HS" "morethan20" "V9N" "no" "no" "noresponse" "9" "2" "65plus" ""
"35" 53 "BC subsample" 410075631 "" "English67" 67 "y" "hco_thankyou.php" "" "05/03/2014" "17:51:07" "17:56:49" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "" "English" 2052 54321 1 7 5 10 7 10 7 7 9 3 8 10 4 2 5 8 6 9 9 7 9 5 2 9 6 7 3 2 2 9 "" "" "" "" "" "" "" "" "checked" "" "5to9" "" "" "" "" "" "" "" "1" "1" "Travelling by BC Ferries" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "male" "somepost" "morethan20" "v3n" "no" "no" "dontknow" "5" "4" "55to64" ""
"36" 54 "BC subsample" 410288911 "" "English68" 68 "y" "hco_thankyou.php" "" "05/03/2014" "17:51:32" "18:01:07" "Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53" "" "English" 2053 12345 3 3 10 8 3 9 5 2 10 4 2 1 7 7 8 1 3 10 10 7 10 9 3 9 6 3 6 2 2 9 "" "" "" "" "" "" "" "checked" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "3" "" "5" "" "4" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "somepost" "morethan20" "" "no" "no" "dontknow" "4" "2" "55to64" ""
"37" 55 "BC subsample" 410324158 "" "English69" 69 "y" "hco_thankyou.php" "" "05/03/2014" "17:51:32" "17:58:09" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2054 54321 10 10 1 6 2 7 8 3 9 9 2 9 3 10 5 4 2 5 2 2 9 7 7 5 1 3 1 5 2 9 "" "" "" "" "" "" "" "" "" "" "50to100" "" "" "" "" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "3" "" "2" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "v0r" "no" "no" "dontknow" "7" "2" "45to54" ""
"38" 57 "BC subsample" 410190859 "" "English71" 71 "y" "hco_thankyou.php" "" "05/03/2014" "17:51:59" "17:59:36" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2056 54321 1 7 10 6 2 8 9 2 9 2 2 9 8 6 9 5 2 9 4 2 5 10 6 10 7 7 9 3 3 5 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "2" "" "3" "" "4" "" "5" "" "2" "" "3" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "v4r" "dontknow" "no" "green" "2" "1" "25to34" ""
"39" 58 "BC subsample" 410345701 "" "English72" 72 "y" "hco_thankyou.php" "" "05/03/2014" "17:52:51" "18:01:18" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "" "English" 2057 12345 6 2 6 2 2 8 3 3 8 7 7 8 8 3 6 1 3 10 9 2 4 10 7 6 5 2 6 4 2 6 "" "" "" "checked" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "3" "" "2" "" "3" "" "3" "" "3" "" "4" "" "3" "" "4" "" "4" "" "3" "" "female" "college" "morethan20" "V1Y" "no" "no" "noresponse" "3" "1" "25to34" ""
"40" 59 "BC subsample" 410126039 "" "English73" 73 "y" "hco_thankyou.php" "" "05/03/2014" "17:53:01" "18:04:17" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2058 54321 3 3 8 1 7 10 5 2 9 4 2 4 6 7 8 2 2 9 10 7 10 7 7 9 9 7 9 8 3 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "V0X" "yes" "no" "CPC" "5" "2" "55to64" "In reality all of the issues are important for society, as a whole, to maintain a well balanced standard of living both morally and economically. Protecting our environment and all creatures that share space with us is an obligation we all need to be aware of or the future will be very bleak, to be sure."
"41" 60 "BC subsample" 410321410 "" "English74" 74 "y" "hco_thankyou.php" "" "05/03/2014" "17:54:20" "18:03:09" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2059 12345 2 2 9 9 2 9 10 7 10 5 2 9 1 7 5 4 2 5 8 3 9 7 7 9 3 3 5 6 2 6 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "3" "" "1" "" "3" "" "3" "" "2" "" "3" "" "3" "" "3" "" "4" "" "4" "" "male" "graduate" "morethan20" "v2v" "no" "no" "noparty" "4" "2" "65plus" ""
"42" 62 "BC subsample" 410103660 "" "English75" 75 "y" "hco_thankyou.php" "" "05/03/2014" "17:54:53" "18:01:00" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET4.0E; AskTbPOGO2/5.15.4.23821; .NET4.0C; .NET CLR 2.0.50727; .NET CLR 3.5.30729)" "" "English" 2060 54321 9 7 9 2 8 9 6 7 2 10 7 1 7 7 9 3 4 5 5 10 9 4 4 5 1 7 5 8 8 9 "" "" "" "" "" "" "" "" "" "" "30to49" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "4" "" "4" "" "3" "" "male" "HS" "morethan20" "V4B" "no" "no" "NDP" "1" "1" "55to64" ""
"43" 63 "BC subsample" 410342599 "" "English77" 77 "y" "hco_thankyou.php" "" "05/03/2014" "17:55:22" "18:12:31" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "" "English" 2062 54321 8 3 9 4 5 6 7 5 9 5 5 9 6 3 6 1 3 1 10 7 4 3 3 4 9 3 9 2 8 9 "" "" "" "" "" "" "" "" "" "" "50to100" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "4" "" "3" "" "5" "" "4" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V9R" "no" "no" "dontknow" "3" "1" "25to34" ""
"44" 65 "BC subsample" 410051880 "" "English79" 79 "y" "hco_thankyou.php" "" "05/03/2014" "17:55:49" "18:13:32" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2064 54321 7 5 9 10 7 4 1 3 10 9 2 9 4 2 5 6 8 6 3 8 4 2 8 9 5 2 9 8 8 6 "checked" "checked" "checked" "checked" "" "checked" "checked" "checked" "checked" "checked" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2yr" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "male" "college" "morethan20" "V2K" "no" "no" "dontknow" "4" "" "65plus" ""
"45" 66 "BC subsample" 410271128 "" "English80" 80 "y" "hco_thankyou.php" "" "05/03/2014" "17:56:31" "18:04:35" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "" "English" 2065 12345 6 8 7 2 8 10 1 3 7 9 4 7 10 4 1 5 2 9 3 3 5 4 2 1 8 8 1 7 4 9 "" "" "" "" "" "" "" "" "" "" "30to49" "1" "" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "" "atleast1wk" "5" "" "3" "" "3" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "male" "graduate" "morethan20" "v8k" "no" "no" "green" "6" "2" "55to64" "Thanks for taking this survey!! We need action now to stop more Fukushimas from happening!"
"46" 67 "BC subsample" 410170995 "" "English81" 81 "y" "hco_thankyou.php" "" "05/03/2014" "17:56:35" "18:14:16" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "" "English" 2066 54321 8 3 9 7 8 4 9 3 9 2 8 9 3 3 4 10 7 1 5 6 9 6 3 7 1 3 7 4 4 6 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "4" "" "3" "" "male" "HS" "morethan20" "v3w" "no" "no" "noresponse" "2" "4" "55to64" ""
"47" 68 "BC subsample" 410296404 "" "English82" 82 "y" "hco_thankyou.php" "" "05/03/2014" "17:56:42" "18:11:02" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; rv:11.0) like Gecko" "" "English" 2067 12345 4 4 6 5 10 6 2 8 1 1 3 7 8 3 6 3 3 5 10 10 6 9 3 7 6 3 6 7 8 7 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "4" "" "male" "graduate" "2to5" "V2A" "no" "no" "dontknow" "5" "2" "55to64" "None in particular."
"48" 69 "BC subsample" 410272784 "" "English83" 83 "y" "hco_thankyou.php" "" "05/03/2014" "17:56:58" "18:05:29" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "" "English" 2068 54321 5 2 9 4 2 6 6 2 6 8 3 9 2 2 9 10 4 6 9 2 9 1 3 1 7 8 9 3 3 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "1" "" "3" "" "4" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "male" "graduate" "morethan20" "V9P" "no" "no" "CPC" "6" "2" "65plus" ""
"49" 71 "BC subsample" 410018059 "" "English85" 85 "y" "hco_thankyou.php" "" "05/03/2014" "18:00:23" "18:07:43" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2070 54321 7 7 5 8 3 9 5 2 5 4 2 5 1 7 5 6 2 6 3 8 5 9 2 9 10 7 4 2 2 9 "" "" "" "" "" "" "" "" "" "" "50to100" "" "1" "" "" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "v7a" "no" "yes" "NDP" "2" "2" "55to64" ""
"50" 74 "BC subsample" 410106126 "" "English88" 88 "y" "hco_thankyou.php" "" "05/03/2014" "18:07:55" "18:15:30" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0" "" "English" 2073 12345 2 1 9 7 7 9 10 7 10 8 3 9 5 6 10 6 7 2 3 3 10 1 3 10 4 4 2 9 3 9 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "4" "" "2" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "HS" "morethan20" "V9Y" "yes" "no" "NDP" "3" "2" "65plus" ""
"51" 75 "BC subsample" 410046780 "" "English89" 89 "y" "hco_thankyou.php" "" "05/03/2014" "18:08:06" "18:16:23" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2074 54321 9 2 9 4 2 1 6 2 6 8 3 9 3 3 5 7 4 9 1 3 1 2 2 9 5 2 9 10 4 1 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "1" "" "" "" "" "1" "" "1" "walking along the oceanside" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "3" "" "2" "" "3" "" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "male" "elementary" "morethan20" "v9w" "no" "no" "CPC" "4" "2" "65plus" ""
"52" 77 "BC subsample" 410295825 "" "English91" 91 "y" "hco_thankyou.php" "" "05/03/2014" "18:08:26" "18:14:06" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "" "English" 2076 54321 1 3 5 7 7 9 9 2 9 2 2 9 4 2 5 8 3 9 5 2 10 3 3 10 6 2 8 10 7 10 "" "" "" "" "checked" "" "" "" "checked" "" "30to49" "1" "1" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "1" "" "2" "" "4" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V7H" "no" "no" "liberal" "3" "2" "25to34" ""
"53" 78 "BC subsample" 410334465 "" "English92" 92 "y" "hco_thankyou.php" "" "05/03/2014" "18:09:16" "18:23:29" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2077 12345 8 8 1 6 8 3 9 2 7 1 3 1 5 6 10 2 8 1 4 4 1 7 7 9 10 10 1 3 8 3 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "" "1" "Beach combing" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "4" "" "3" "" "4" "" "5" "" "4" "" "4" "" "4" "" "5" "" "4" "" "male" "graduate" "morethan20" "V4A" "no" "yes" "liberal" "3" "2" "65plus" ""
"54" 79 "BC subsample" 410273222 "" "English93" 93 "y" "hco_thankyou.php" "" "05/03/2014" "18:09:21" "18:18:53" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2078 54321 8 6 9 2 2 9 3 3 4 5 2 9 6 3 6 7 7 9 1 3 1 4 2 4 10 7 4 9 2 9 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "1" "" "1" "Walking" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "somepost" "morethan20" "v4a" "no" "no" "noparty" "9" "2" "65plus" ""
"55" 80 "BC subsample" 410058154 "" "English94" 94 "y" "hco_thankyou.php" "" "05/03/2014" "18:13:24" "18:23:32" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)" "" "English" 2079 12345 10 7 4 1 3 5 9 3 9 4 6 5 7 7 9 5 6 9 2 2 9 3 3 5 8 3 9 6 7 8 "" "" "" "" "" "" "" "" "" "" "50to100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "4" "" "4" "" "3" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V9P" "no" "no" "noparty" "3" "2" "55to64" ""
"56" 81 "BC subsample" 410342931 "" "English95" 95 "y" "hco_thankyou.php" "" "05/03/2014" "18:13:40" "18:35:16" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8)" "" "English" 2080 54321 1 3 1 5 2 9 10 7 4 7 7 8 8 3 9 3 3 10 9 3 9 2 2 9 4 2 6 6 3 8 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "HS" "morethan20" "v7c" "yes" "yes" "green" "4" "one" "55to64" ""
"57" 83 "BC subsample" 410035765 "" "English97" 97 "y" "hco_thankyou.php" "" "05/03/2014" "18:14:04" "18:23:20" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0E; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 3.0.4506.2152; .NET CLR 2.0.50727)" "" "English" 2082 54321 10 6 1 1 3 5 7 8 9 9 2 9 2 2 9 3 3 5 4 2 6 8 8 9 5 2 9 6 2 6 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "2" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "v2n" "no" "no" "noparty" "6" "2" "65plus" ""
"58" 84 "BC subsample" 410170837 "" "English98" 98 "y" "hco_thankyou.php" "" "05/03/2014" "18:15:07" "18:23:38" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1" "" "English" 2083 12345 2 2 9 3 5 8 5 2 9 1 7 5 4 2 6 9 7 9 6 7 8 8 3 8 7 7 9 10 7 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "v0r" "yes" "no" "CPC" "5" "2" "25to34" ""
"59" 85 "BC subsample" 410287309 "" "English99" 99 "y" "hco_thankyou.php" "" "05/03/2014" "18:15:55" "18:25:36" "Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53" "" "English" 2084 54321 6 2 8 1 3 1 5 2 9 7 7 8 4 2 1 3 3 8 10 4 1 9 2 9 2 2 8 8 3 1 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "" "" "1" "Beach combing" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "male" "graduate" "morethan20" "V2X" "no" "no" "liberal" "4" "2" "65plus" ""
"60" 86 "BC subsample" 410302906 "" "English100" 100 "y" "hco_thankyou.php" "" "05/03/2014" "18:16:48" "18:21:53" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "" "English" 2085 12345 1 3 1 7 4 9 9 7 9 2 2 9 4 6 1 8 3 9 5 2 9 3 3 5 6 2 8 10 4 1 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "4" "" "4" "" "3" "" "3" "" "female" "bachelors" "11to20" "V3M" "no" "no" "noresponse" "9" "2" "25to34" ""
"61" 87 "BC subsample" 410278698 "" "English101" 101 "y" "hco_thankyou.php" "" "05/03/2014" "18:17:06" "18:29:34" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2086 54321 8 3 9 6 3 6 9 3 9 1 3 1 5 10 9 2 10 9 4 4 6 7 4 9 10 4 1 3 3 5 "" "" "" "" "" "checked" "" "" "checked" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2yr" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "5" "" "4" "" "female" "college" "morethan20" "V3B" "no" "no" "NDP" "1" "3" "65plus" ""
"62" 89 "BC subsample" 410110926 "" "English103" 103 "y" "hco_thankyou.php" "" "05/03/2014" "18:20:45" "18:27:13" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "" "English" 2088 54321 10 7 4 1 3 5 9 7 9 4 1 4 7 7 9 5 6 9 2 1 9 3 3 4 8 3 9 6 7 8 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "3" "" "5" "" "3" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "V5K" "yes" "dontknow" "liberal" "2" "1" "55to64" ""
"63" 90 "BC subsample" 410050439 "" "English104" 104 "y" "hco_thankyou.php" "" "05/03/2014" "18:24:22" "18:32:38" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)" "" "English" 2089 12345 1 3 5 5 2 5 10 7 4 7 7 9 8 3 9 3 3 5 9 3 9 2 2 9 4 2 4 6 3 6 "" "" "" "" "" "" "" "checked" "" "" "10to29" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "male" "somepost" "morethan20" "V4B" "no" "no" "CPC" "6" "2" "45to54" ""
"64" 91 "BC subsample" 410317987 "" "English105" 105 "y" "hco_thankyou.php" "" "05/03/2014" "18:25:04" "18:36:14" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "" "English" 2090 54321 3 4 5 5 2 9 10 4 7 9 4 9 4 4 5 1 3 5 6 2 7 7 4 9 2 2 9 8 3 9 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "" "" "1" "ferries" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "2" "" "3" "" "1" "" "4" "" "4" "" "5" "" "4" "" "5" "" "4" "" "male" "bachelors" "morethan20" "V9G" "no" "no" "liberal" "3" "2" "65plus" ""
"65" 92 "BC subsample" 410316221 "" "English106" 106 "y" "hco_thankyou.php" "" "05/03/2014" "18:25:32" "18:31:38" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2091 12345 10 10 6 1 10 1 7 4 9 9 2 9 2 2 1 3 4 5 4 2 6 8 3 6 5 2 6 6 2 6 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "1" "" "4" "" "3" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "V0R" "no" "no" "liberal" "2" "2" "25to34" ""
"66" 95 "BC subsample" 410233683 "" "English109" 109 "y" "hco_thankyou.php" "" "05/03/2014" "18:29:07" "18:35:53" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "" "English" 2094 54321 1 3 5 7 7 4 9 2 4 2 2 9 4 2 4 8 3 9 5 2 9 3 3 4 6 2 8 10 7 4 "" "" "" "" "" "" "" "" "" "" "30to49" "" "" "" "" "" "" "" "" "1" "hiking" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V3H" "yes" "no" "green" "9" "2" "55to64" ""
"67" 96 "BC subsample" 410195912 "" "English110" 110 "y" "hco_thankyou.php" "" "05/03/2014" "18:31:04" "18:39:00" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3" "" "English" 2095 12345 10 7 10 8 3 9 5 2 5 7 7 5 6 2 8 3 3 5 9 2 4 2 2 10 1 7 10 4 2 5 "" "" "" "" "" "" "" "" "" "" "30to49" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "3" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "" "no" "no" "CPC" "6" "" "65plus" ""
