"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"53","QC",410223389,NA,"FRENCH10604",10604,"y","hco_thankyou.php",NA,"05/03/2014","12:41:58","12:49:46","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"FRENCH",1052,12345,6,3,6,7,4,9,9,2,9,5,2,9,8,3,1,3,3,10,10,7,1,2,2,9,1,3,1,4,2,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,NA,NA,5,NA,"male","college","morethan20","G1T","no","no","NDP",6,2,"55to64",""
"54","QC",410161710,NA,"FRENCH10605",10605,"y","hco_thankyou.php",NA,"05/03/2014","12:47:31","12:58:24","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SIMBAR={3ECD4048-F212-4DFF-AEBA-57E302769146}; GTB6.3; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3)",NA,"FRENCH",1053,54321,10,6,4,5,2,9,9,2,9,1,7,5,8,3,9,7,7,9,4,2,4,3,3,4,6,2,8,2,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","g6s","no","no","noparty",4,1,"45to54",""
"55","QC",410307742,NA,"FRENCH10606",10606,"y","hco_thankyou.php",NA,"05/03/2014","12:50:22","12:56:36","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",NA,"FRENCH",1054,12345,5,2,9,1,3,5,3,3,10,6,2,8,8,3,9,2,2,9,9,4,9,7,4,9,10,4,10,4,2,5,"","","","","","","","","","","lessthan5",NA,1,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","G0M","no","no","CPC",6,4,"25to34",""
"56","QC",410152903,NA,"FRENCH10607",10607,"y","hco_thankyou.php",NA,"05/03/2014","12:51:29","12:59:13","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",NA,"FRENCH",1055,54321,2,2,9,10,10,1,3,10,3,5,2,9,9,2,9,7,7,9,6,2,3,8,6,9,1,5,1,4,2,5,"","","","","","","","","","","50to100",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","h9h","no","no","Bloc",9,2,"65plus",""
"57","QC",410144895,NA,"FRENCH10608",10608,"y","hco_thankyou.php",NA,"05/03/2014","12:55:25","13:02:40","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"FRENCH",1056,12345,2,2,9,1,3,10,10,7,10,4,2,4,3,8,10,7,7,9,6,7,6,9,2,9,5,2,9,8,8,9,"","","checked","","","","","","","","10to29",1,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,2,NA,5,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,"female","college","morethan20","h8y","no","no","liberal",5,2,"45to54","il est tres beau votre sondage et tres important ! merci !"
"58","QC",410341463,NA,"FRENCH10609",10609,"y","hco_thankyou.php",NA,"05/03/2014","13:06:10","13:24:57","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET4.0C; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)",NA,"FRENCH",1057,54321,2,2,9,6,2,8,9,3,9,8,3,9,4,2,5,5,2,10,1,3,10,10,7,10,3,3,8,7,7,9,"","","","","","","","","","","30to49",1,1,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","g2l","no","no","noparty",5,5,"35to44",""
"60","QC",410339451,NA,"FRENCH10611",10611,"y","hco_thankyou.php",NA,"05/03/2014","14:04:44","14:15:08","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; VER#6D#80836769786745484877484855; MATBJS; rv:11.0) like Gecko",NA,"FRENCH",1059,54321,2,1,9,4,4,5,3,4,5,7,4,9,6,3,6,1,3,5,5,10,9,10,4,6,8,3,9,9,3,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,4,NA,NA,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","J9E","no","no","dontknow",5,2,"55to64","UN PEUT DIFFICIL A REPONDRE"
"62","QC",410146343,NA,"FRENCH10613",10613,"y","hco_thankyou.php",NA,"05/03/2014","14:31:01","14:36:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"FRENCH",1061,54321,4,2,5,5,2,5,1,7,5,3,4,5,6,2,6,7,4,5,8,8,6,2,2,9,9,2,9,10,4,6,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",NA,NA,3,NA,3,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,"female","bachelors","morethan20","j6a","no","no","Bloc",4,2,"55to64",""
"64","QC",410150510,NA,"FRENCH10615",10615,"y","hco_thankyou.php",NA,"05/03/2014","15:07:07","15:22:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"FRENCH",1063,54321,10,4,6,5,10,9,9,3,9,1,10,7,8,1,9,7,4,9,4,4,5,3,10,8,6,2,8,2,10,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,2,NA,4,NA,3,NA,3,NA,4,NA,4,NA,2,NA,"","HS","morethan20","H1P","no","no","noparty",9,1,"45to54",""
"65","QC",410343455,NA,"FRENCH10616",10616,"y","hco_thankyou.php",NA,"05/03/2014","16:20:51","16:31:24","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",NA,"FRENCH",1064,12345,7,4,9,2,2,1,10,4,1,3,4,5,4,4,6,9,4,9,6,2,6,5,2,9,8,3,1,1,10,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,1,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"male","college","morethan20","j8z","no","no","liberal",6,2,"45to54",""
"66","QC",410343096,NA,"FRENCH10617",10617,"y","hco_thankyou.php",NA,"05/03/2014","16:44:40","16:58:48","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",NA,"FRENCH",1065,54321,4,1,4,10,7,10,1,7,10,2,1,10,7,7,4,3,3,4,6,7,8,9,7,4,5,6,10,8,3,8,"","","","checked","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","j3e","no","no","Bloc",3,3,"45to54",""
"68","QC",410201462,NA,"FRENCH10619",10619,"y","hco_thankyou.php",NA,"05/03/2014","17:33:53","17:46:20","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"FRENCH",1067,54321,5,10,9,10,10,6,7,7,9,6,3,6,9,3,9,3,3,4,2,10,9,1,3,1,8,3,9,4,5,6,"","","","","","","","","","","10to29",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"female","bachelors","morethan20","J7H","no","no","green",5,2,"55to64",""
"69","QC",410148847,NA,"FRENCH10620",10620,"y","hco_thankyou.php",NA,"05/03/2014","17:34:56","17:44:40","Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"FRENCH",1068,12345,2,10,2,8,3,1,10,10,4,1,3,1,5,10,5,6,3,2,4,5,1,9,3,2,3,3,4,7,7,4,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,"male","HS","morethan20","j7r","no","no","Bloc",4,2,"55to64",""
"70","QC",410024395,NA,"FRENCH10621",10621,"y","hco_thankyou.php",NA,"05/03/2014","17:35:47","17:41:58","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"FRENCH",1069,54321,5,9,5,1,3,1,10,4,10,8,3,9,4,4,6,9,3,9,2,1,9,6,3,6,3,3,8,7,4,9,"","","","checked","","","checked","","","","5to9",NA,NA,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","h1L","no","no","CPC",6,2,"55to64",""
"72","QC",410151224,NA,"FRENCH10623",10623,"y","hco_thankyou.php",NA,"05/03/2014","18:59:14","19:08:28","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C)",NA,"FRENCH",1071,54321,8,3,9,4,2,6,5,2,9,9,4,9,10,4,6,3,3,5,1,3,10,2,2,9,7,4,9,6,3,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","J7Z","no","no","NDP",4,2,"65plus",""
"73","QC",410151929,NA,"FRENCH10624",10624,"y","hco_thankyou.php",NA,"05/03/2014","19:01:24","19:11:30","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",NA,"FRENCH",1072,12345,5,2,9,3,3,4,7,7,8,6,2,8,8,3,9,4,2,4,2,2,10,9,2,9,1,3,10,10,7,4,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","J8V","no","no","liberal",5,2,"65plus",""
"74","QC",410157413,NA,"FRENCH10625",10625,"y","hco_thankyou.php",NA,"05/03/2014","20:23:00","20:44:30","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"FRENCH",1073,54321,4,2,4,1,7,10,2,2,9,7,7,4,3,3,4,6,3,6,10,10,1,9,3,9,5,2,10,8,3,9,"checked","checked","checked","checked","checked","checked","checked","checked","checked","checked","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,3,NA,5,NA,3,NA,NA,NA,4,NA,4,NA,5,NA,3,NA,"female","somepost","morethan20","G1C","no","no","dontknow",2,2,"65plus",""
"77","QC",410144228,NA,"FRENCH10634",10634,"y","hco_thankyou.php",NA,"17/03/2014","16:23:26","16:31:17","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1082,12345,9,2,9,8,3,9,3,3,10,7,7,9,2,2,9,4,2,4,5,2,9,6,2,8,1,7,10,10,7,4,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","G4R","no","no","NDP",6,5,"35to44",""
"78","QC",410035450,NA,"FRENCH10635",10635,"y","hco_thankyou.php",NA,"17/03/2014","16:27:24","16:38:42","Mozilla/4.0 (compatible; MSIE 8.0; AOL 9.0; AOLBuild 4327.5202; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; FDM; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",11,"FRENCH",1083,54321,9,7,9,10,7,10,7,7,9,6,7,8,3,4,10,8,6,9,5,6,9,1,7,10,2,2,9,4,4,5,"","","","","","","","","","","10to29",1,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","j5m","no","no","Bloc",8,5,"35to44",""
"79","QC",410050608,NA,"FRENCH10636",10636,"y","hco_thankyou.php",NA,"17/03/2014","16:46:35","16:52:27","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko",11,"FRENCH",1084,12345,10,10,1,6,2,3,9,2,9,7,4,9,8,8,9,3,4,3,2,2,9,5,2,9,1,10,1,4,4,1,"","","","","","","","","","","5to9",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"","college","morethan20","h1w","no","no","noparty",6,5,"45to54",""
"80","QC",410153565,NA,"FRENCH10637",10637,"y","hco_thankyou.php",NA,"17/03/2014","17:24:37","17:34:35","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1085,54321,9,7,9,8,3,9,4,2,4,10,7,10,5,2,9,7,7,4,1,7,10,3,3,4,2,2,9,6,7,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","J8Z","no","no","noresponse",5,4,"45to54",""
"81","QC",410144071,NA,"FRENCH10638",10638,"y","hco_thankyou.php",NA,"17/03/2014","17:42:04","17:52:01","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1086,12345,9,7,9,2,2,9,3,3,4,1,7,5,6,7,6,8,3,9,5,2,9,4,2,4,7,7,9,10,7,4,"","","","","checked","","","","","","10to29",1,1,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","J2W","no","yes","NDP",7,3,"45to54",""
"83","QC",410146227,NA,"FRENCH10641",10641,"y","hco_thankyou.php",NA,"17/03/2014","20:32:33","20:37:53","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1089,54321,6,2,6,7,8,9,4,2,6,3,3,5,10,10,6,5,2,9,2,2,9,1,3,5,8,3,9,9,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,2,NA,3,NA,4,NA,5,NA,5,NA,4,NA,3,NA,5,NA,3,NA,"female","bachelors","morethan20","G6E","no","no","NDP",7,4,"25to34",""
"84","QC",410141261,NA,"FRENCH10642",10642,"y","hco_thankyou.php",NA,"17/03/2014","20:32:45","20:45:33","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1090,12345,7,4,9,6,2,8,8,3,1,10,4,7,4,2,1,2,2,8,1,3,1,3,3,8,9,2,9,5,2,9,"","","","","","","","","","","none",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,"","atleast1wk",5,NA,3,NA,3,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","H1C","no","no","noparty",5,2,"45to54",""
"86","QC",410197234,NA,"FRENCH10644",10644,"y","hco_thankyou.php",NA,"17/03/2014","20:34:30","20:44:22","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1092,12345,9,3,7,10,1,10,7,7,4,6,3,6,3,3,10,8,3,9,5,5,10,1,3,10,2,1,10,4,1,4,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","g1h","no","no","noresponse",3,2,"45to54",""
"89","QC",410145046,NA,"FRENCH10647",10647,"y","hco_thankyou.php",NA,"17/03/2014","20:40:49","20:47:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1095,54321,9,7,4,2,2,9,3,3,10,1,3,5,6,2,6,8,3,9,5,2,5,4,2,5,7,7,5,10,7,6,"","","","","","","","","","","none",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","somepost","morethan20","J0Z","no","no","NDP",5,3,"45to54",""
"90","QC",410053825,NA,"FRENCH10648",10648,"y","hco_thankyou.php",NA,"17/03/2014","20:50:53","20:58:11","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",11,"FRENCH",1096,12345,1,7,1,7,7,5,6,7,6,4,4,1,5,10,5,9,7,9,8,8,1,10,7,1,3,10,5,2,10,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","college","morethan20","h1t","no","no","dontknow",3,1,"35to44",""
"91","QC",410033988,NA,"FRENCH10649",10649,"y","hco_thankyou.php",NA,"17/03/2014","20:52:57","20:59:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1097,54321,8,3,9,3,3,10,7,7,9,9,2,9,6,2,6,5,2,9,2,2,9,1,3,1,4,2,6,10,7,10,"","","","","","","","","","","10to29",1,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,"","atleast1wk",4,NA,1,NA,2,NA,4,NA,4,NA,4,NA,2,NA,5,NA,5,NA,5,NA,"male","college","morethan20","g1s","no","no","liberal",8,2,"25to34",""
"92","QC",410084437,NA,"FRENCH10650",10650,"y","hco_thankyou.php",NA,"17/03/2014","20:55:11","21:01:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1098,12345,3,3,10,9,3,9,1,7,10,4,2,5,6,2,8,10,7,10,7,7,9,5,2,5,8,3,9,2,2,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,4,NA,5,NA,4,NA,"female","college","morethan20","G0L","no","no","dontknow",9,4,"35to44",""
"93","QC",410091928,NA,"FRENCH10651",10651,"y","hco_thankyou.php",NA,"17/03/2014","20:58:58","21:09:15","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1099,54321,10,7,1,8,3,9,1,3,10,3,3,5,7,7,4,4,1,2,6,3,6,9,3,2,2,2,1,5,6,2,"","","","","checked","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","J0y","no","no","noparty",9,2,"45to54",""
"100","QC",410006695,NA,"FRENCH10658",10658,"y","hco_thankyou.php",NA,"17/03/2014","21:58:58","22:05:00","Mozilla/5.0 (X11; U; Linux i686; fr; rv:1.9.2.8) Gecko/20100723 Ubuntu/10.04 (lucid) Firefox/3.6.8 BLNGBAR",11,"FRENCH",1106,12345,8,3,9,3,3,5,7,7,9,9,7,9,6,7,8,5,6,5,2,2,9,1,3,10,4,6,5,10,7,10,"","","","","","","","","","","5to9",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","J3N","no","no","noresponse",3,4,"20to24",""
"101","QC",410157059,NA,"FRENCH10659",10659,"y","hco_thankyou.php",NA,"17/03/2014","22:05:04","22:14:20","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1107,54321,3,3,10,9,3,4,1,3,10,4,2,1,6,3,6,10,7,10,7,7,5,5,2,10,8,3,1,2,2,10,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,2,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,3,NA,"female","bachelors","morethan20","J3H","no","no","green",9,4,"35to44",""
"102","QC",410149787,NA,"FRENCH10660",10660,"y","hco_thankyou.php",NA,"17/03/2014","22:37:23","22:45:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",11,"FRENCH",1108,12345,10,4,1,8,8,1,1,7,1,3,8,3,7,8,9,4,2,1,6,2,6,9,2,9,2,2,1,5,2,6,"","","","","","","","","","","lessthan5",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,3,NA,4,NA,4,NA,4,NA,3,NA,5,NA,4,NA,"female","bachelors","morethan20","G3K","no","no","CPC",3,1,"35to44",""
"103","QC",410040652,NA,"FRENCH10661",10661,"y","hco_thankyou.php",NA,"17/03/2014","23:17:20","23:30:01","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; AskTbORJ/5.14.1.20007)",11,"FRENCH",1109,54321,10,1,10,4,1,5,5,6,9,7,7,9,8,3,9,9,7,9,3,3,5,6,3,8,2,1,10,1,3,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","J0K","no","no","NDP",2,2,"45to54",""
"104","QC",410181041,NA,"FRENCH10662",10662,"y","hco_thankyou.php",NA,"17/03/2014","23:49:20","0:04:28","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1110,12345,2,2,10,3,3,10,1,3,10,6,3,6,9,3,9,7,7,9,4,4,1,5,2,10,10,4,1,8,3,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,3,NA,4,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","H2J","no","no","dontknow",4,2,"45to54",""
