"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments","zeros","NAs","data2$repeated"
"40","BC","410302415",NA,"English54",54,"y","hco_thankyou.php",NA,"05/03/2014","17:43:42","18:00:11","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2039,12345,5,2,10,8,6,1,9,2,9,3,4,10,6,2,8,1,7,1,4,2,1,2,2,1,7,4,9,10,4,1,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,1,NA,NA,NA,NA,NA,4,NA,3,NA,3,NA,5,NA,5,NA,4,NA,"male","college","morethan20","V0r","no","no","noparty",6,"2","45to54","",0,0,0
"41","BC","410095405",NA,"English55",55,"y","hco_thankyou.php",NA,"05/03/2014","17:43:47","17:54:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2040,54321,2,2,1,1,3,5,9,3,9,8,3,9,10,7,6,5,2,5,7,7,5,4,2,5,3,3,5,6,7,6,"","","","","","","","","","","morethan100",1,1,NA,NA,NA,NA,1,NA,1,"Sailing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V9T","no","yes","green",4,"2","55to64","This is the best survey and most interesting that I have done in a long time. The protection of the ocean is very critical and I fear that too many groups do not want to take this seriously enough. I really struggled with having to make a best/worst choice because I believe all the elements are critical to a healthy ocean future. Thank you for providing this survey.",0,0,0
"42","BC","410276315",NA,"English56",56,"y","hco_thankyou.php",NA,"05/03/2014","17:43:59","21:14:41","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2041,12345,2,2,1,10,4,6,7,4,7,9,4,7,8,3,6,5,2,6,1,3,7,4,4,6,3,4,10,6,2,6,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,5,NA,1,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","v4r","no","no","CPC",9,"2","65plus","",0,0,0
"43","BC","410047954",NA,"English57",57,"y","hco_thankyou.php",NA,"05/03/2014","17:44:00","18:16:07","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2042,54321,9,3,9,2,10,1,6,3,6,10,7,1,7,4,9,3,10,5,5,10,9,1,3,1,4,4,1,8,3,9,"checked","","checked","checked","","","","checked","checked","checked","5to9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family picnic on an island",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V3A","no","no","noparty",2,"2","65plus","",0,0,0
"44","BC","410271887",NA,"English58",58,"y","hco_thankyou.php",NA,"05/03/2014","17:44:09","17:57:06","Mozilla/5.0 (Linux; U; Android 4.1.2; en-ca; SM-T210R Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",NA,"English",2043,12345,1,3,7,10,7,6,7,7,9,3,3,5,4,2,6,8,3,9,9,7,9,5,2,9,6,3,6,2,2,9,"","","","","","","","","","","50to100",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,4,NA,5,NA,3,NA,3,NA,5,NA,4,NA,"male","HS","morethan20","v8z","no","no","noresponse",2,"2","","",0,0,0
"45","BC","410340357",NA,"English59",59,"y","hco_thankyou.php",NA,"05/03/2014","17:45:23","17:54:47","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1",NA,"English",2044,54321,3,3,10,8,3,9,5,2,5,4,2,5,7,7,9,1,3,1,10,7,6,9,3,9,6,3,8,2,2,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,1,NA,1,"walking, taking the ferry",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,2,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","V0R","yes","yes","green",1,"2","55to64","",0,0,0
"46","BC","410045213",NA,"English60",60,"y","hco_thankyou.php",NA,"05/03/2014","17:45:36","18:00:16","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2045,12345,10,7,4,6,3,6,8,3,9,9,7,9,3,3,5,4,2,4,2,8,9,7,8,5,1,3,5,5,2,5,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,NA,1,"Walking on shore",NA,NA,NA,NA,NA,NA,NA,NA,1,"Marine consulting company","atleast1wk",5,NA,5,NA,3,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","V8l","yes","no","green",9,"2","55to64","",0,0,0
"47","BC","410309176",NA,"English61",61,"y","hco_thankyou.php",NA,"05/03/2014","17:46:24","17:56:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2046,54321,3,4,8,9,2,9,8,6,9,6,2,8,2,2,9,7,4,9,10,4,1,4,2,5,1,10,5,5,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,NA,1,"beach walking",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,1,NA,3,NA,3,NA,4,NA,3,NA,5,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","V2B","no","no","CPC",9,"2","55to64","",0,0,0
"48","BC","410032460",NA,"English62",62,"y","hco_thankyou.php",NA,"05/03/2014","17:46:40","17:54:15","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2047,12345,1,3,10,6,3,6,9,3,9,2,2,1,8,3,1,5,2,6,4,2,6,10,4,1,7,4,5,3,3,5,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,2,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","V7E","no","no","CPC",4,"1","65plus","no",0,0,0
"49","BC","410011118",NA,"English63",63,"y","hco_thankyou.php",NA,"05/03/2014","17:47:33","17:52:32","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2048,54321,6,3,6,2,8,9,3,3,5,7,7,5,8,3,9,1,3,5,9,3,9,10,7,10,5,2,5,4,1,5,"","","","","","","","","","","morethan100",1,1,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,5,NA,2,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v1e","no","yes","green",1,"3","25to34","",0,0,0
"50","BC","410272317",NA,"English64",64,"y","hco_thankyou.php",NA,"05/03/2014","17:47:35","17:54:20","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",NA,"English",2049,12345,3,3,8,1,3,1,5,2,9,4,2,1,6,3,8,2,2,8,10,6,1,7,7,9,9,3,9,8,3,1,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"female","graduate","11to20","v9p","no","no","dontknow",9,"2","25to34","",0,0,0
"51","BC","410066320",NA,"English65",65,"y","hco_thankyou.php",NA,"05/03/2014","17:48:35","17:55:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2050,54321,2,2,1,9,4,9,10,4,6,5,2,5,1,3,1,4,2,5,8,3,9,7,4,8,3,3,5,6,3,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"male","HS","morethan20","V1S","no","no","dontknow",9,"2","65plus","",0,0,0
"52","BC","410271903",NA,"English66",66,"y","hco_thankyou.php",NA,"05/03/2014","17:49:52","18:00:05","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2051,12345,9,3,9,2,2,9,6,2,7,10,7,10,7,7,9,3,3,10,5,2,9,1,3,1,4,2,1,8,3,9,"","","","","","","","","","checked","50to100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,4,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,"male","HS","morethan20","V9N","no","no","noresponse",9,"2","65plus","",0,0,0
"53","BC","410075631",NA,"English67",67,"y","hco_thankyou.php",NA,"05/03/2014","17:51:07","17:56:49","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",NA,"English",2052,54321,1,7,5,10,7,10,7,7,9,3,8,10,4,2,5,8,6,9,9,7,9,5,2,9,6,7,3,2,2,9,"","","","","","","","","checked","","5to9",NA,NA,NA,NA,NA,NA,NA,1,1,"Travelling by BC Ferries",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","v3n","no","no","dontknow",5,"4","55to64","",0,0,0
"54","BC","410288911",NA,"English68",68,"y","hco_thankyou.php",NA,"05/03/2014","17:51:32","18:01:07","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2053,12345,3,3,10,8,3,9,5,2,10,4,2,1,7,7,8,1,3,10,10,7,10,9,3,9,6,3,6,2,2,9,"","","","","","","","checked","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","","no","no","dontknow",4,"2","55to64","",0,0,0
"55","BC","410324158",NA,"English69",69,"y","hco_thankyou.php",NA,"05/03/2014","17:51:32","17:58:09","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2054,54321,10,10,1,6,2,7,8,3,9,9,2,9,3,10,5,4,2,5,2,2,9,7,7,5,1,3,1,5,2,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,2,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","v0r","no","no","dontknow",7,"2","45to54","",0,0,0
"57","BC","410190859",NA,"English71",71,"y","hco_thankyou.php",NA,"05/03/2014","17:51:59","17:59:36","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2056,54321,1,7,10,6,2,8,9,2,9,2,2,9,8,6,9,5,2,9,4,2,5,10,6,10,7,7,9,3,3,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,2,NA,3,NA,4,NA,5,NA,2,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v4r","dontknow","no","green",2,"1","25to34","",0,0,0
"58","BC","410345701",NA,"English72",72,"y","hco_thankyou.php",NA,"05/03/2014","17:52:51","18:01:18","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2057,12345,6,2,6,2,2,8,3,3,8,7,7,8,8,3,6,1,3,10,9,2,4,10,7,6,5,2,6,4,2,6,"","","","checked","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,2,NA,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,3,NA,"female","college","morethan20","V1Y","no","no","noresponse",3,"1","25to34","",0,0,0
"59","BC","410126039",NA,"English73",73,"y","hco_thankyou.php",NA,"05/03/2014","17:53:01","18:04:17","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2058,54321,3,3,8,1,7,10,5,2,9,4,2,4,6,7,8,2,2,9,10,7,10,7,7,9,9,7,9,8,3,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","V0X","yes","no","CPC",5,"2","55to64","In reality all of the issues are important for society, as a whole, to maintain a well balanced standard of living both morally and economically. Protecting our environment and all creatures that share space with us is an obligation we all need to be aware of or the future will be very bleak, to be sure.",0,0,0
"60","BC","410321410",NA,"English74",74,"y","hco_thankyou.php",NA,"05/03/2014","17:54:20","18:03:09","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2059,12345,2,2,9,9,2,9,10,7,10,5,2,9,1,7,5,4,2,5,8,3,9,7,7,9,3,3,5,6,2,6,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3,NA,4,NA,4,NA,"male","graduate","morethan20","v2v","no","no","noparty",4,"2","65plus","",0,0,0
"61","BC","410344222",NA,"English76",76,"y","hco_thankyou.php",NA,"05/03/2014","17:55:15","18:05:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2061,12345,6,2,6,1,10,1,4,2,1,3,4,3,9,2,9,10,4,1,7,4,8,5,2,6,8,3,0,2,2,1,"checked","","checked","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,NA,NA,2,NA,3,NA,3,NA,4,NA,4,NA,3,NA,"male","HS","morethan20","V2S","no","no","CPC",6,"2","55to64","",1,0,0
"62","BC","410103660",NA,"English75",75,"y","hco_thankyou.php",NA,"05/03/2014","17:54:53","18:01:00","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET4.0E; AskTbPOGO2/5.15.4.23821; .NET4.0C; .NET CLR 2.0.50727; .NET CLR 3.5.30729)",NA,"English",2060,54321,9,7,9,2,8,9,6,7,2,10,7,1,7,7,9,3,4,5,5,10,9,4,4,5,1,7,5,8,8,9,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,3,NA,"male","HS","morethan20","V4B","no","no","NDP",1,"1","55to64","",0,0,0
"63","BC","410342599",NA,"English77",77,"y","hco_thankyou.php",NA,"05/03/2014","17:55:22","18:12:31","Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",NA,"English",2062,54321,8,3,9,4,5,6,7,5,9,5,5,9,6,3,6,1,3,1,10,7,4,3,3,4,9,3,9,2,8,9,"","","","","","","","","","","50to100",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,3,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V9R","no","no","dontknow",3,"1","25to34","",0,0,0
"64","BC","410098367",NA,"English78",78,"y","hco_thankyou.php",NA,"05/03/2014","17:55:39","18:01:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/534.57.7 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",NA,"English",2063,12345,7,7,4,6,7,6,2,2,10,8,3,9,3,3,4,5,2,10,9,7,0,1,7,10,10,7,4,4,2,0,"","","","","","","","","","","morethan100",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,NA,NA,5,NA,"female","graduate","morethan20","V7V","no","no","green",9,"3","65plus","",1,0,0
"65","BC","410051880",NA,"English79",79,"y","hco_thankyou.php",NA,"05/03/2014","17:55:49","18:13:32","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2064,54321,7,5,9,10,7,4,1,3,10,9,2,9,4,2,5,6,8,6,3,8,4,2,8,9,5,2,9,8,8,6,"checked","checked","checked","checked","","checked","checked","checked","checked","checked","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"male","college","morethan20","V2K","no","no","dontknow",4,"","65plus","",0,0,0
"66","BC","410271128",NA,"English80",80,"y","hco_thankyou.php",NA,"05/03/2014","17:56:31","18:04:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2065,12345,6,8,7,2,8,10,1,3,7,9,4,7,10,4,1,5,2,9,3,3,5,4,2,1,8,8,1,7,4,9,"","","","","","","","","","","30to49",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,"","atleast1wk",5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,"male","graduate","morethan20","v8k","no","no","green",6,"2","55to64","Thanks for taking this survey!! We need action now to stop more Fukushimas from happening!",0,0,0
"67","BC","410170995",NA,"English81",81,"y","hco_thankyou.php",NA,"05/03/2014","17:56:35","18:14:16","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",NA,"English",2066,54321,8,3,9,7,8,4,9,3,9,2,8,9,3,3,4,10,7,1,5,6,9,6,3,7,1,3,7,4,4,6,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,"male","HS","morethan20","v3w","no","no","noresponse",2,"4","55to64","",0,0,0
"68","BC","410296404",NA,"English82",82,"y","hco_thankyou.php",NA,"05/03/2014","17:56:42","18:11:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; rv:11.0) like Gecko",NA,"English",2067,12345,4,4,6,5,10,6,2,8,1,1,3,7,8,3,6,3,3,5,10,10,6,9,3,7,6,3,6,7,8,7,"","","","","","","","","","","10to29",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,4,NA,"male","graduate","2to5","V2A","no","no","dontknow",5,"2","55to64","None in particular.",0,0,0
"69","BC","410272784",NA,"English83",83,"y","hco_thankyou.php",NA,"05/03/2014","17:56:58","18:05:29","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2068,54321,5,2,9,4,2,6,6,2,6,8,3,9,2,2,9,10,4,6,9,2,9,1,3,1,7,8,9,3,3,5,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V9P","no","no","CPC",6,"2","65plus","",0,0,0
"70","BC","410312448",NA,"English84",84,"y","hco_thankyou.php",NA,"05/03/2014","17:58:10","18:02:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2069,12345,7,7,5,6,3,8,1,3,10,5,6,5,10,1,10,2,1,10,3,3,10,4,1,5,9,3,9,8,3,8,"","","","","","","","","","","10to29",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","6to10","V5H","no","no","noresponse",5,"","25to34","",0,0,0
"71","BC","410018059",NA,"English85",85,"y","hco_thankyou.php",NA,"05/03/2014","18:00:23","18:07:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2070,54321,7,7,5,8,3,9,5,2,5,4,2,5,1,7,5,6,2,6,3,8,5,9,2,9,10,7,4,2,2,9,"","","","","","","","","","","50to100",NA,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","v7a","no","yes","NDP",2,"2","55to64","",0,0,0
"72","BC","410030565",NA,"English86",86,"y","hco_thankyou.php",NA,"05/03/2014","18:02:14","18:09:22","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2071,12345,8,3,9,4,1,6,7,7,9,5,10,9,6,3,8,1,3,5,10,7,6,3,3,8,9,3,0,2,1,9,"","","","checked","checked","","","","checked","checked","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v9n","no","no","noparty",3,"1","45to54","",1,0,0
"74","BC","410106126",NA,"English88",88,"y","hco_thankyou.php",NA,"05/03/2014","18:07:55","18:15:30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2073,12345,2,1,9,7,7,9,10,7,10,8,3,9,5,6,10,6,7,2,3,3,10,1,3,10,4,4,2,9,3,9,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,2,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V9Y","yes","no","NDP",3,"2","65plus","",0,0,0
"75","BC","410046780",NA,"English89",89,"y","hco_thankyou.php",NA,"05/03/2014","18:08:06","18:16:23","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2074,54321,9,2,9,4,2,1,6,2,6,8,3,9,3,3,5,7,4,9,1,3,1,2,2,9,5,2,9,10,4,1,"","","","","","","","","","","morethan100",NA,1,NA,NA,NA,NA,1,NA,1,"walking along the oceanside",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,2,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"male","elementary","morethan20","v9w","no","no","CPC",4,"2","65plus","",0,0,0
